Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Day,DayOfWeek,PricePerItem,LargeCart,HighValueOrder,CouponUsed,WeekendOrder,Fraud
5,1,665.11,483,0,2,131,3,0,3,665.11,2025,3,4,1,665.11,0,0,1,0,0
1,1,386.03,539,4,2,354,4,0,2,386.03,2024,12,7,5,386.03,0,0,1,1,0
2,5,21.54,9,3,3,113,10,0,2,107.7,2024,7,22,0,21.54,1,0,1,0,0
6,2,475.78,381,4,4,1067,2,2,2,951.56,2024,7,4,3,475.78,0,0,1,0,0
6,2,68.4,649,3,2,9,7,0,0,136.8,2024,1,9,1,68.4,1,0,1,0,0
6,4,532.49,386,4,0,277,6,1,1,2129.96,2025,6,21,5,532.49,1,0,1,1,0
2,1,51.73,127,2,2,184,1,0,1,51.73,2023,4,21,4,51.73,0,0,1,0,0
5,3,653.63,128,4,1,1144,7,0,0,1960.89,2024,7,26,4,653.63,1,0,1,0,0
0,3,454.29,565,1,2,205,4,2,2,1362.87,2024,6,13,3,454.29,0,0,1,0,0
0,3,122.11,431,4,1,270,4,2,0,366.33,2023,10,16,0,122.11,0,0,1,0,0
2,4,64.74,437,3,0,1090,8,1,2,258.96,2023,4,8,5,64.74,1,0,1,1,0
2,2,681.06,428,2,4,1008,3,0,1,1362.12,2024,1,21,6,681.06,0,0,1,1,0
1,5,128.95,145,0,2,1178,10,0,3,644.75,2023,9,21,3,128.95,1,0,1,0,0
1,2,118.59,564,1,1,600,2,0,0,237.18,2024,3,18,0,118.59,0,0,1,0,0
5,1,95.1,297,3,2,517,1,2,3,95.1,2024,11,15,4,95.1,0,0,1,0,0
1,3,54.95,201,0,3,529,8,1,4,164.85,2023,12,9,5,54.95,1,0,1,1,0
5,3,136.97,159,1,3,117,4,0,4,410.91,2024,10,18,4,136.97,0,0,1,0,0
0,2,194.85,192,3,3,460,5,0,4,389.7,2023,3,12,6,194.85,1,0,1,1,0
2,4,583.02,167,4,1,1121,4,0,1,2332.08,2024,10,25,4,583.02,0,0,1,0,0
0,5,95.75,196,4,4,1099,8,1,3,478.75,2024,9,29,6,95.75,1,0,1,1,0
1,4,325.76,515,3,4,926,8,2,0,1303.04,2024,7,29,0,325.76,1,0,1,0,0
4,4,186.41,509,3,2,1100,6,1,2,745.64,2023,9,8,4,186.41,1,0,1,0,0
4,1,474.6,220,2,1,1093,4,1,0,474.6,2025,2,22,5,474.6,0,0,1,1,0
5,5,584.46,147,1,3,496,8,0,0,2922.3,2024,6,7,4,584.46,1,1,1,0,1
2,1,132.05,482,4,1,407,2,0,2,132.05,2025,3,7,4,132.05,0,0,1,0,0
6,4,494.84,424,0,3,1026,8,1,0,1979.36,2023,12,4,0,494.84,1,0,1,0,0
5,4,224.61,380,1,3,123,6,2,1,898.44,2024,1,23,1,224.61,1,0,1,0,0
3,4,44.07,182,2,2,51,6,0,0,176.28,2024,6,28,4,44.07,1,0,1,0,0
3,5,418.53,425,1,2,744,6,0,2,2092.65,2024,2,9,4,418.53,1,0,1,0,0
4,4,532.87,629,0,2,207,9,0,3,2131.48,2024,1,3,2,532.87,1,0,1,0,0
4,2,485.37,118,1,4,451,5,1,0,970.74,2025,6,4,2,485.37,1,0,1,0,0
4,4,386.73,295,0,1,634,4,1,1,1546.92,2024,6,13,3,386.73,0,0,1,0,0
1,2,377.47,237,0,2,882,7,0,2,754.94,2024,7,20,5,377.47,1,0,1,1,0
3,5,332.64,609,3,1,1019,10,0,4,1663.2,2025,1,23,3,332.64,1,0,1,0,0
2,3,699.93,443,0,3,493,7,1,2,2099.79,2024,11,30,5,699.93,1,0,1,1,0
3,1,576.35,323,3,3,1016,1,2,3,576.35,2024,9,30,0,576.35,0,0,1,0,0
6,2,461.37,72,0,1,1181,5,1,2,922.74,2024,6,12,2,461.37,1,0,1,0,0
5,4,111.3,186,2,2,1056,7,0,0,445.2,2023,3,2,3,111.3,1,0,1,0,0
1,3,661.89,325,4,0,884,6,2,4,1985.67,2025,2,24,0,661.89,1,0,1,0,0
6,2,259.58,604,2,1,217,7,0,3,519.16,2025,3,12,2,259.58,1,0,1,0,0
6,3,70.81,106,1,4,358,8,0,4,212.43,2024,7,15,0,70.81,1,0,1,0,0
2,1,518.39,652,2,2,1040,4,0,3,518.39,2025,4,13,6,518.39,0,0,1,1,0
6,4,145.41,385,1,3,6,7,0,0,581.64,2023,1,14,5,145.41,1,0,1,1,0
6,2,599.86,252,3,2,892,7,0,1,1199.72,2023,1,24,1,599.86,1,0,1,0,0
4,4,429.37,140,1,1,309,8,0,2,1717.48,2024,10,3,3,429.37,1,0,1,0,0
4,2,241.49,547,2,3,840,7,0,3,482.98,2024,4,24,2,241.49,1,0,1,0,0
5,2,452.05,639,1,3,560,3,2,0,904.1,2025,5,31,5,452.05,0,0,1,1,0
1,3,336.71,399,1,2,658,4,0,0,1010.13,2023,6,13,1,336.71,0,0,1,0,0
4,1,283.69,74,3,4,1105,6,0,2,283.69,2024,6,27,3,283.69,1,0,1,0,0
1,1,157.72,358,2,1,1072,2,0,2,157.72,2024,2,22,3,157.72,0,0,1,0,0
6,3,624.84,586,1,0,614,8,2,1,1874.52,2023,3,26,6,624.84,1,0,1,1,0
1,3,308.01,188,0,2,1089,3,0,1,924.03,2023,7,24,0,308.01,0,0,1,0,0
1,1,39.56,130,2,0,849,5,0,2,39.56,2025,2,18,1,39.56,1,0,1,0,0
1,4,37.76,85,2,1,776,7,0,2,151.04,2023,6,2,4,37.76,1,0,1,0,0
4,3,76.96,369,0,3,1159,8,0,0,230.88,2024,9,17,1,76.96,1,0,1,0,0
2,1,569.96,310,4,1,266,4,0,0,569.96,2023,4,6,3,569.96,0,0,1,0,0
2,5,627.43,496,1,0,58,10,0,0,3137.15,2024,3,10,6,627.4300000000001,1,1,1,1,1
2,2,534.91,128,2,3,1146,5,1,2,1069.82,2023,10,6,4,534.91,1,0,1,0,0
5,2,278.88,281,2,2,1199,3,0,4,557.76,2023,1,22,6,278.88,0,0,1,1,0
6,2,323.22,298,1,1,934,7,0,3,646.44,2025,4,18,4,323.22,1,0,1,0,0
6,5,653.46,47,0,0,242,9,2,0,3267.3,2023,9,4,0,653.46,1,1,1,0,0
5,4,678.55,339,0,1,1179,5,0,0,2714.2,2023,7,6,3,678.55,1,1,1,0,0
1,1,314.38,90,4,3,774,6,0,2,314.38,2024,2,11,6,314.38,1,0,1,1,0
4,3,692.44,121,2,0,959,8,0,2,2077.32,2024,6,12,2,692.44,1,0,1,0,0
3,1,604.87,257,4,1,212,4,0,3,604.87,2024,7,28,6,604.87,0,0,1,1,0
4,2,512.33,227,0,0,505,7,0,1,1024.66,2025,6,28,5,512.33,1,0,1,1,0
0,3,20.54,112,1,0,409,3,0,3,61.62,2025,4,15,1,20.54,0,0,1,0,0
4,2,625.22,340,4,0,163,5,0,2,1250.44,2023,3,4,5,625.22,1,0,1,1,0
6,1,21.19,272,0,3,8,5,2,2,21.19,2023,8,21,0,21.19,1,0,1,0,0
0,5,64.49,382,4,0,404,7,0,1,322.45,2025,3,21,4,64.49,1,0,1,0,0
2,4,246.85,151,1,4,608,8,2,2,987.4,2023,4,28,4,246.85,1,0,1,0,0
4,3,588.74,459,2,2,219,8,0,0,1766.22,2023,12,1,4,588.74,1,0,1,0,0
2,4,184.48,401,4,0,851,4,2,2,737.92,2024,3,31,6,184.48,0,0,1,1,0
4,5,524.26,601,3,1,537,5,0,4,2621.3,2024,1,10,2,524.26,1,1,1,0,0
3,2,493.63,49,4,3,525,6,1,4,987.26,2024,8,11,6,493.63,1,0,1,1,0
5,1,438.34,128,3,3,475,5,0,1,438.34,2025,5,26,0,438.34,1,0,1,0,0
2,1,325.81,93,1,2,997,1,2,4,325.81,2025,5,16,4,325.81,0,0,1,0,0
0,1,176.1,171,1,2,564,1,1,3,176.1,2023,7,29,5,176.1,0,0,1,1,0
0,5,45.31,473,4,0,1194,8,0,4,226.55,2023,8,23,2,45.31,1,0,1,0,0
1,4,221.96,67,0,1,345,7,0,2,887.84,2024,3,17,6,221.96,1,0,1,1,0
0,2,601.43,464,4,2,427,5,0,3,1202.86,2023,11,2,3,601.43,1,0,1,0,0
6,5,691.28,61,4,1,878,10,1,0,3456.4,2023,8,17,3,691.28,1,1,1,0,0
2,4,417.89,142,3,2,1151,4,0,2,1671.56,2024,9,14,5,417.89,0,0,1,1,0
0,4,409.28,616,0,2,1097,8,0,0,1637.12,2024,1,13,5,409.28,1,0,1,1,0
1,2,356.35,457,2,3,1070,6,2,1,712.7,2023,6,16,4,356.35,1,0,1,0,0
0,5,170.22,470,2,1,803,8,0,4,851.1,2024,4,15,0,170.22,1,0,1,0,0
5,4,384.85,644,4,1,893,9,0,3,1539.4,2023,3,9,3,384.85,1,0,1,0,0
2,4,115.77,349,4,2,396,7,1,3,463.08,2024,11,20,2,115.77,1,0,1,0,0
4,3,579.55,557,3,3,50,8,2,1,1738.65,2025,4,29,1,579.5500000000001,1,0,1,0,0
2,2,438.76,231,2,3,837,2,0,1,877.52,2023,2,27,0,438.76,0,0,1,0,0
4,5,488.35,625,2,3,1047,9,0,0,2441.75,2025,5,19,0,488.35,1,0,1,0,0
2,4,328.56,493,2,3,907,4,0,0,1314.24,2023,4,16,6,328.56,0,0,1,1,0
6,1,68.39,224,4,3,1193,3,2,1,68.39,2025,3,28,4,68.39,0,0,1,0,0
5,4,595.62,451,2,2,626,8,0,1,2382.48,2023,5,3,2,595.62,1,0,1,0,0
0,5,644.64,76,3,0,319,6,0,0,3223.2,2024,2,17,5,644.64,1,1,1,1,0
3,5,397.81,87,2,3,453,5,1,4,1989.05,2023,8,20,6,397.81,1,0,1,1,0
0,3,236.5,585,4,1,19,8,0,0,709.5,2024,1,1,0,236.5,1,0,1,0,0
2,5,472.01,58,3,0,63,10,1,0,2360.05,2024,10,15,1,472.0100000000001,1,0,1,0,0
0,5,253.75,453,4,2,54,9,2,3,1268.75,2023,9,1,4,253.75,1,0,1,0,0
3,3,676.21,115,4,1,818,5,1,2,2028.63,2024,11,10,6,676.21,1,0,1,1,0
1,3,134.05,66,1,4,932,3,0,2,402.15,2024,2,13,1,134.04999999999998,0,0,1,0,0
1,5,217.43,460,2,4,578,10,1,3,1087.15,2024,4,9,1,217.43,1,0,1,0,1
6,1,553.56,389,1,0,88,5,0,4,553.56,2023,5,31,2,553.56,1,0,1,0,0
2,2,28.55,547,3,4,447,7,1,0,57.1,2023,11,5,6,28.55,1,0,1,1,0
4,2,255.26,493,1,0,1032,6,0,2,510.52,2024,1,26,4,255.26,1,0,1,0,0
2,5,292.54,117,2,0,339,8,0,0,1462.7,2025,3,15,5,292.54,1,0,1,1,0
0,4,147.51,635,2,2,146,4,2,3,590.04,2024,12,11,2,147.51,0,0,1,0,0
5,3,569.84,589,3,0,899,8,2,3,1709.52,2024,8,4,6,569.84,1,0,1,1,0
6,5,574.79,284,1,2,372,8,2,4,2873.95,2024,2,21,2,574.79,1,1,1,0,1
0,4,598.19,235,1,1,1185,7,2,0,2392.76,2023,10,5,3,598.19,1,0,1,0,0
4,4,390.84,543,1,0,631,9,2,4,1563.36,2023,3,2,3,390.84,1,0,1,0,0
4,2,398.45,392,2,0,362,7,1,2,796.9,2024,9,28,5,398.45,1,0,1,1,0
4,5,623.81,52,0,3,97,6,0,0,3119.05,2023,5,27,5,623.8100000000001,1,1,1,1,0
2,4,174.49,114,1,1,603,5,1,1,697.96,2024,12,14,5,174.49,1,0,1,1,0
4,1,479.56,592,3,3,454,1,1,2,479.56,2025,3,15,5,479.56,0,0,1,1,0
2,4,653.13,630,1,4,975,8,2,3,2612.52,2024,10,7,0,653.13,1,1,1,0,1
3,3,481.1,403,1,3,30,3,0,1,1443.3,2023,8,29,1,481.1,0,0,1,0,0
1,5,271.69,318,4,3,1041,7,0,3,1358.45,2025,3,26,2,271.69,1,0,1,0,0
5,3,463.81,130,4,3,290,8,2,0,1391.43,2025,3,8,5,463.81,1,0,1,1,0
6,2,639.88,236,0,1,632,5,2,3,1279.76,2023,5,25,3,639.88,1,0,1,0,0
0,4,404.58,293,0,4,714,5,0,3,1618.32,2024,7,24,2,404.58,1,0,1,0,0
3,1,76.93,418,2,1,785,6,2,3,76.93,2023,2,5,6,76.93,1,0,1,1,0
6,4,190.64,537,0,1,809,5,1,0,762.56,2024,12,11,2,190.64,1,0,1,0,0
5,2,88.73,30,4,2,671,5,0,2,177.46,2023,12,18,0,88.73,1,0,1,0,0
0,5,485.71,573,4,2,64,10,1,4,2428.55,2024,3,12,1,485.71,1,0,1,0,0
4,5,78.29,291,1,4,1150,5,2,4,391.45,2025,3,14,4,78.28999999999999,1,0,1,0,0
5,5,22.14,253,0,3,165,10,0,3,110.7,2024,4,11,3,22.14,1,0,1,0,0
1,1,679.65,206,2,4,854,6,0,2,679.65,2024,3,26,1,679.65,1,0,1,0,0
4,1,178.44,161,1,0,630,2,0,2,178.44,2023,2,2,3,178.44,0,0,1,0,0
0,5,655.55,129,4,1,643,5,0,0,3277.75,2025,6,14,5,655.55,1,1,1,1,0
1,4,577.08,200,4,2,792,8,0,1,2308.32,2024,4,11,3,577.08,1,0,1,0,0
0,3,197.97,325,4,0,1066,5,0,2,593.91,2023,8,24,3,197.97,1,0,1,0,0
0,3,411.95,411,1,1,1037,7,0,4,1235.85,2024,1,14,6,411.95,1,0,1,1,0
5,2,443.22,454,1,1,541,5,0,1,886.44,2024,9,19,3,443.22,1,0,1,0,0
2,3,364.14,212,4,2,1030,7,2,4,1092.42,2025,5,7,2,364.14,1,0,1,0,0
1,3,430.06,311,3,0,145,8,0,3,1290.18,2025,5,13,1,430.06,1,0,1,0,0
0,1,320.92,558,4,3,881,5,0,1,320.92,2024,12,4,2,320.92,1,0,1,0,0
4,3,107.36,498,3,1,795,5,0,2,322.08,2023,10,8,6,107.36,1,0,1,1,0
1,2,359.86,390,2,0,432,4,0,4,719.72,2024,7,4,3,359.86,0,0,1,0,0
5,4,434.23,409,4,4,1065,8,0,0,1736.92,2024,11,18,0,434.23,1,0,1,0,0
0,2,645.85,383,4,4,104,5,0,4,1291.7,2023,1,1,6,645.85,1,0,1,1,0
5,4,214.35,403,2,0,34,7,2,4,857.4,2025,6,9,0,214.35,1,0,1,0,0
3,3,638.5,564,2,0,69,4,0,3,1915.5,2025,4,27,6,638.5,0,0,1,1,0
2,1,365.57,33,4,0,142,5,1,0,365.57,2023,12,12,1,365.57,1,0,1,0,0
1,3,568.05,373,3,2,798,6,1,2,1704.15,2024,10,24,3,568.0500000000001,1,0,1,0,0
5,3,490.01,568,0,3,1127,4,1,1,1470.03,2023,10,16,0,490.01,0,0,1,0,0
2,3,372.6,180,1,1,775,7,2,4,1117.8,2025,6,13,4,372.6,1,0,1,0,0
3,5,240.61,481,1,4,1124,10,0,0,1203.05,2023,5,25,3,240.61,1,0,1,0,0
4,1,586.62,551,2,4,1138,5,0,1,586.62,2024,6,3,0,586.62,1,0,1,0,0
4,3,257.84,63,4,1,1015,4,0,3,773.52,2024,3,10,6,257.84,0,0,1,1,0
6,5,435.66,565,4,2,813,9,0,1,2178.3,2023,8,20,6,435.66,1,0,1,1,0
0,5,261.33,41,1,3,847,5,1,4,1306.65,2024,8,28,2,261.33000000000004,1,0,1,0,0
5,1,422.54,553,0,1,140,1,1,2,422.54,2024,1,23,1,422.54,0,0,1,0,0
1,5,330.45,91,3,4,439,10,0,2,1652.25,2023,3,19,6,330.45,1,0,1,1,0
1,3,120.82,490,1,4,807,5,1,4,362.46,2023,12,2,5,120.82,1,0,1,1,0
4,1,14.06,265,1,2,862,5,1,4,14.06,2024,5,20,0,14.06,1,0,1,0,0
1,1,491.11,354,1,1,621,4,1,1,491.11,2023,5,3,2,491.11,0,0,1,0,0
3,4,677.37,43,0,2,883,8,1,2,2709.48,2023,4,30,6,677.37,1,1,1,1,0
1,5,189.25,423,2,0,379,10,2,0,946.25,2024,7,26,4,189.25,1,0,1,0,0
5,4,142.58,176,0,1,734,4,0,1,570.32,2024,5,26,6,142.58,0,0,1,1,0
3,4,316.32,148,2,1,418,7,0,1,1265.28,2024,6,29,5,316.32,1,0,1,1,0
1,2,533.95,484,4,1,89,5,2,2,1067.9,2024,3,17,6,533.95,1,0,1,1,0
4,4,470.09,317,2,1,832,4,0,2,1880.36,2025,6,1,6,470.09,0,0,1,1,0
6,3,324.3,439,2,2,161,8,0,0,972.9,2024,5,16,3,324.3,1,0,1,0,0
0,4,629.34,53,0,4,1069,7,0,0,2517.36,2023,7,10,0,629.34,1,1,1,0,0
1,3,136.84,248,0,1,228,3,1,1,410.52,2024,5,12,6,136.84,0,0,1,1,0
0,2,488.9,381,0,1,1109,7,0,1,977.8,2023,10,31,1,488.9,1,0,1,0,0
2,5,133.39,75,1,1,750,6,0,4,666.95,2023,8,3,3,133.39,1,0,1,0,0
0,5,608.91,72,3,2,155,6,1,2,3044.55,2024,6,9,6,608.9100000000001,1,1,1,1,0
6,1,524.06,120,2,2,1156,3,0,0,524.06,2024,7,25,3,524.06,0,0,1,0,0
1,2,330.69,209,4,0,606,5,1,2,661.38,2023,6,1,3,330.69,1,0,1,0,0
4,2,547.67,599,3,4,1006,3,0,3,1095.34,2025,4,8,1,547.67,0,0,1,0,0
2,4,233.7,289,4,4,693,8,1,1,934.8,2025,3,12,2,233.7,1,0,1,0,0
6,2,448.85,202,1,2,492,6,0,3,897.7,2023,1,3,1,448.85,1,0,1,0,0
4,2,274.12,310,0,1,1092,6,0,4,548.24,2025,6,28,5,274.12,1,0,1,1,0
5,5,561.48,250,4,1,200,9,0,1,2807.4,2025,5,13,1,561.48,1,1,1,0,1
0,1,595.54,507,3,4,547,4,0,3,595.54,2024,5,15,2,595.54,0,0,1,0,0
2,4,515.59,203,1,4,343,7,0,2,2062.36,2024,4,7,6,515.59,1,0,1,1,0
4,1,460.13,486,1,3,162,1,0,2,460.13,2023,10,25,2,460.13,0,0,1,0,0
0,3,171.66,541,2,1,1034,7,0,2,514.98,2024,12,19,3,171.66,1,0,1,0,0
2,2,266.95,520,1,2,619,3,0,3,533.9,2024,7,23,1,266.95,0,0,1,0,0
3,5,650.72,175,1,0,91,8,2,0,3253.6,2024,10,27,6,650.72,1,1,1,1,1
2,3,439.53,607,2,2,994,5,0,2,1318.59,2023,8,11,4,439.53,1,0,1,0,0
3,3,654.54,587,0,3,371,7,1,4,1963.62,2023,11,11,5,654.54,1,0,1,1,0
1,1,394.53,270,0,4,391,2,0,4,394.53,2024,6,4,1,394.53,0,0,1,0,0
3,1,678.01,425,0,2,596,4,0,4,678.01,2023,3,21,1,678.01,0,0,1,0,0
6,3,575.01,536,4,0,357,8,2,3,1725.03,2023,5,23,1,575.01,1,0,1,0,0
0,3,154.64,519,2,2,685,6,2,1,463.92,2023,11,9,3,154.64,1,0,1,0,0
1,3,147.29,2,3,4,755,3,0,2,441.87,2024,10,18,4,147.29,0,0,1,0,0
2,4,481.48,181,3,1,369,5,1,3,1925.92,2024,9,3,1,481.48,1,0,1,0,0
3,3,158.37,454,0,4,753,6,0,4,475.11,2025,3,5,2,158.37,1,0,1,0,0
5,2,323.37,326,4,2,976,3,1,3,646.74,2025,4,23,2,323.37,0,0,1,0,0
2,5,73.83,647,2,2,760,9,0,3,369.15,2025,2,7,4,73.83,1,0,1,0,1
6,1,458.63,526,2,3,913,4,2,4,458.63,2024,4,28,6,458.63,0,0,1,1,0
3,4,180.25,503,2,0,887,7,0,1,721.0,2024,7,13,5,180.25,1,0,1,1,0
3,3,473.49,76,1,2,601,7,0,0,1420.47,2023,5,17,2,473.49,1,0,1,0,0
3,4,237.43,116,0,0,395,8,2,4,949.72,2025,2,5,2,237.43,1,0,1,0,0
2,1,442.39,1,3,2,952,6,0,1,442.39,2023,11,23,3,442.39,1,0,1,0,0
3,1,62.12,31,0,3,930,2,0,0,62.12,2024,9,3,1,62.12,0,0,1,0,0
1,5,298.39,347,3,0,562,7,2,4,1491.95,2024,8,4,6,298.39,1,0,1,1,0
1,2,697.93,163,1,0,225,2,1,2,1395.86,2025,5,6,1,697.93,0,0,1,0,0
6,2,291.85,340,0,4,886,5,0,3,583.7,2024,5,27,0,291.85,1,0,1,0,0
5,3,308.98,174,0,1,216,3,1,3,926.94,2024,5,31,4,308.98,0,0,1,0,0
1,5,396.86,355,0,0,431,9,1,3,1984.3,2024,8,13,1,396.86,1,0,1,0,0
1,2,139.69,153,4,3,991,7,0,0,279.38,2024,1,22,0,139.69,1,0,1,0,0
5,5,475.95,288,1,3,682,8,2,1,2379.75,2023,2,16,3,475.95,1,0,1,0,1
1,1,626.6,615,3,3,539,4,2,1,626.6,2025,2,10,0,626.6,0,0,1,0,0
2,4,502.99,603,2,4,265,4,2,4,2011.96,2024,2,16,4,502.99,0,0,1,0,0
5,5,578.83,47,0,3,55,6,0,4,2894.15,2024,6,21,4,578.83,1,1,1,0,0
2,5,383.82,523,1,3,116,7,0,2,1919.1,2025,1,20,0,383.82,1,0,1,0,0
2,5,368.25,430,4,1,109,5,0,3,1841.25,2025,6,24,1,368.25,1,0,1,0,0
5,2,374.6,64,4,4,179,3,0,4,749.2,2025,2,7,4,374.6,0,0,1,0,0
6,2,428.09,634,1,3,1172,6,0,3,856.18,2025,3,12,2,428.09,1,0,1,0,0
6,1,438.93,32,3,0,1058,3,1,4,438.93,2023,7,24,0,438.93,0,0,1,0,0
1,2,563.82,275,1,2,923,3,0,3,1127.64,2024,6,17,0,563.82,0,0,1,0,0
5,3,649.93,523,1,2,1198,7,2,1,1949.79,2023,2,11,5,649.93,1,0,1,1,0
5,5,268.43,647,0,3,590,5,1,0,1342.15,2025,3,22,5,268.43,1,0,1,1,0
3,5,502.47,144,4,4,1158,10,2,0,2512.35,2024,12,20,4,502.47,1,1,1,0,0
1,1,26.95,411,0,1,62,1,2,0,26.95,2024,3,20,2,26.95,0,0,1,0,0
2,4,64.69,386,2,4,0,7,2,2,258.76,2023,2,14,1,64.69,1,0,1,0,0
2,3,247.11,511,2,3,112,3,2,4,741.33,2024,5,9,3,247.11,0,0,1,0,0
6,2,536.25,327,2,2,830,3,0,0,1072.5,2024,10,16,2,536.25,0,0,1,0,0
4,2,456.04,199,2,3,233,4,0,0,912.08,2024,12,16,0,456.04,0,0,1,0,0
5,2,40.23,377,1,0,1021,4,1,2,80.46,2024,1,1,0,40.23,0,0,1,0,0
2,2,72.39,50,4,1,76,7,2,3,144.78,2023,3,26,6,72.39,1,0,1,1,0
3,2,394.16,111,4,4,429,2,0,4,788.32,2023,1,26,3,394.16,0,0,1,0,0
2,4,119.84,422,3,4,998,8,0,4,479.36,2025,6,1,6,119.84,1,0,1,1,0
4,3,692.71,214,1,1,686,3,0,3,2078.13,2023,11,24,4,692.71,0,0,1,0,0
0,4,56.66,450,4,1,435,4,1,3,226.64,2024,1,12,4,56.66,0,0,1,0,0
0,2,298.53,313,2,0,465,5,2,0,597.06,2024,1,16,1,298.53,1,0,1,0,0
0,3,331.46,425,1,0,1073,6,2,4,994.38,2023,7,12,2,331.46,1,0,1,0,0
2,2,521.4,80,0,1,565,7,1,3,1042.8,2025,4,16,2,521.4,1,0,1,0,0
5,4,305.32,417,4,0,1083,4,1,2,1221.28,2023,3,27,0,305.32,0,0,1,0,0
5,5,111.7,360,1,0,956,9,0,0,558.5,2023,7,17,0,111.7,1,0,1,0,0
6,1,479.76,557,1,2,599,1,0,0,479.76,2023,9,29,4,479.76,0,0,1,0,0
3,3,193.49,179,3,3,827,6,0,1,580.47,2023,12,27,2,193.49,1,0,1,0,0
2,2,426.22,248,4,1,1174,7,2,2,852.44,2024,12,16,0,426.22,1,0,1,0,0
6,5,276.44,374,3,4,253,10,0,4,1382.2,2023,8,20,6,276.44,1,0,1,1,0
4,2,404.96,320,0,4,135,4,1,0,809.92,2024,5,4,5,404.96,0,0,1,1,0
4,4,465.66,14,4,3,738,9,0,0,1862.64,2023,9,7,3,465.66,1,0,1,0,0
4,2,594.07,452,3,0,911,2,0,2,1188.14,2024,6,21,4,594.07,0,0,1,0,0
1,5,110.38,154,0,2,1117,10,0,4,551.9,2023,11,9,3,110.38,1,0,1,0,0
2,1,596.24,565,1,3,900,4,0,3,596.24,2024,5,31,4,596.24,0,0,1,0,0
5,2,306.24,352,4,3,377,4,0,0,612.48,2024,7,22,0,306.24,0,0,1,0,0
3,3,503.39,88,4,2,457,5,0,1,1510.17,2025,2,27,3,503.39,1,0,1,0,0
4,1,131.61,628,0,4,1048,2,0,1,131.61,2023,2,6,0,131.61,0,0,1,0,0
0,3,443.44,98,3,4,623,3,0,2,1330.32,2024,10,22,1,443.44,0,0,1,0,0
0,1,408.13,46,3,4,211,3,2,3,408.13,2023,1,23,0,408.13,0,0,1,0,0
4,2,160.98,198,2,1,1003,3,1,4,321.96,2024,4,11,3,160.98,0,0,1,0,0
3,5,643.89,535,0,3,180,8,2,1,3219.45,2023,1,12,3,643.89,1,1,1,0,1
1,3,158.66,314,3,1,810,7,2,0,475.98,2023,5,13,5,158.66,1,0,1,1,0
6,2,143.82,540,1,3,864,6,1,3,287.64,2024,4,13,5,143.82,1,0,1,1,0
2,3,379.07,149,3,2,655,3,2,2,1137.21,2023,12,11,0,379.07,0,0,1,0,0
4,1,601.36,309,4,4,940,1,0,1,601.36,2024,11,11,0,601.36,0,0,1,0,0
4,2,142.08,525,3,1,263,4,1,4,284.16,2024,9,6,4,142.08,0,0,1,0,0
0,5,530.34,627,4,4,415,9,0,2,2651.7,2024,3,11,0,530.3399999999999,1,1,1,0,0
4,5,364.42,475,1,0,422,10,1,4,1822.1,2023,8,20,6,364.42,1,0,1,1,0
2,4,578.28,485,3,0,166,5,0,0,2313.12,2025,6,18,2,578.28,1,0,1,0,0
3,5,280.52,133,1,0,39,7,2,1,1402.6,2025,5,20,1,280.52,1,0,1,0,1
6,5,638.92,287,1,3,763,5,0,2,3194.6,2025,5,6,1,638.92,1,1,1,0,0
3,4,412.2,403,1,4,838,6,2,4,1648.8,2024,2,8,3,412.2,1,0,1,0,0
1,1,440.34,414,3,4,202,2,2,1,440.34,2025,6,5,3,440.34,0,0,1,0,0
1,1,627.15,99,0,1,1012,5,1,3,627.15,2024,9,7,5,627.15,1,0,1,1,0
3,2,605.26,601,0,0,752,4,2,4,1210.52,2024,5,27,0,605.26,0,0,1,0,0
2,1,90.27,506,0,1,284,5,1,1,90.27,2024,6,9,6,90.27,1,0,1,1,0
1,5,230.77,31,4,2,526,10,2,4,1153.85,2025,6,9,0,230.77,1,0,1,0,0
1,5,266.78,123,3,0,545,5,0,0,1333.9,2023,9,27,2,266.78000000000003,1,0,1,0,0
1,1,105.92,631,3,3,957,6,1,0,105.92,2023,5,18,3,105.92,1,0,1,0,0
6,3,589.3,392,1,3,508,6,2,4,1767.9,2024,4,4,3,589.3000000000001,1,0,1,0,0
0,4,649.47,366,0,2,1196,8,1,2,2597.88,2023,1,28,5,649.47,1,1,1,1,0
5,4,107.49,649,0,1,666,5,0,2,429.96,2024,6,25,1,107.49,1,0,1,0,0
3,3,669.06,140,0,1,542,7,1,1,2007.18,2023,5,31,2,669.0600000000001,1,0,1,0,0
0,3,69.65,6,0,1,939,7,2,3,208.95,2023,10,14,5,69.64999999999999,1,0,1,1,0
4,4,136.83,277,2,2,605,8,1,0,547.32,2023,11,26,6,136.83,1,0,1,1,0
3,1,304.11,431,3,4,417,2,1,4,304.11,2024,9,6,4,304.11,0,0,1,0,0
3,4,296.28,8,3,4,662,5,1,0,1185.12,2024,11,24,6,296.28,1,0,1,1,0
1,1,77.64,430,1,4,790,1,0,1,77.64,2025,2,28,4,77.64,0,0,1,0,0
1,1,243.71,611,3,1,974,6,1,2,243.71,2024,7,20,5,243.71,1,0,1,1,0
